ID_Lead,Vendedor que atendeu,Data do Lead,Data da Conversão,Receita Possível,Receita Gerada,Receita Perdida,Data da Perda,Motivo da Perda,STATUS DO LEAD,Tempo até Conversão (Dias)
2571,Vendedor D,2022-12-30 00:00:00,2022-12-30 00:00:00,22455,22455.0,,,,Convertido,0.0
2562,Vendedor A,2022-12-30 00:00:00,2022-12-30 00:00:00,20205.15,20205.15,,,,Convertido,0.0
2576,Vendedor A,2022-12-30 00:00:00,2023-01-19 00:00:00,19200,19200.0,,,,Convertido,20.0
2563,Vendedor B,2022-12-30 00:00:00,2023-01-31 00:00:00,20205,20205.0,,,,Convertido,32.0
2558,Vendedor E,2022-12-30 00:00:00,,20205,,20205.0,2022-12-30 00:00:00,Preço alto,Perdido,
2559,Vendedor C,2022-12-30 00:00:00,,20205,,20205.0,2023-01-05 00:00:00,Não retornou contato,Perdido,
2560,Vendedor E,2022-12-30 00:00:00,,20205,,20205.0,2023-01-05 00:00:00,Não retornou contato,Perdido,
2561,Vendedor D,2022-12-30 00:00:00,,20205,,20205.0,2023-01-05 00:00:00,Não retornou contato,Perdido,
2564,Vendedor E,2022-12-30 00:00:00,,20205,,20205.0,2023-01-05 00:00:00,Não retornou contato,Perdido,
2565,Vendedor E,2022-12-30 00:00:00,,20205,,20205.0,2023-01-05 00:00:00,Não retornou contato,Perdido,
2566,Vendedor B,2022-12-30 00:00:00,,20205,,20205.0,2023-01-13 00:00:00,Preço alto,Perdido,
2567,Vendedor E,2022-12-30 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2568,Vendedor B,2022-12-30 00:00:00,,20205,,20205.0,2023-01-31 00:00:00,Não retornou contato,Perdido,
2569,Vendedor D,2022-12-30 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2570,Vendedor A,2022-12-30 00:00:00,,20205,,20205.0,2023-01-26 00:00:00,Não retornou contato,Perdido,
2572,Vendedor A,2022-12-30 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2573,Vendedor D,2022-12-30 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2574,Vendedor E,2022-12-30 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2575,Vendedor B,2022-12-30 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2577,Vendedor A,2022-12-31 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2578,Vendedor A,2022-12-31 00:00:00,,20205,,20205.0,2023-01-26 00:00:00,Não retornou contato,Perdido,
2579,Vendedor E,2022-12-31 00:00:00,,20205,,20205.0,2023-01-09 00:00:00,Não retornou contato,Perdido,
2580,Vendedor A,2023-01-01 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2581,Vendedor B,2023-01-01 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2585,Vendedor C,2023-01-02 00:00:00,2023-01-02 00:00:00,22455,22455.0,,,,Convertido,0.0
2594,Vendedor B,2023-01-02 00:00:00,2023-01-02 00:00:00,22455,22455.0,,,,Convertido,0.0
2582,Vendedor D,2023-01-02 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2583,Vendedor D,2023-01-02 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2584,Vendedor B,2023-01-02 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2586,Vendedor D,2023-01-02 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2587,Vendedor A,2023-01-02 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2588,Vendedor E,2023-01-02 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2589,Vendedor E,2023-01-02 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2590,Vendedor E,2023-01-02 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2591,Vendedor C,2023-01-02 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2592,Vendedor B,2023-01-02 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2593,Vendedor A,2023-01-02 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2595,Vendedor B,2023-01-02 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2596,Vendedor B,2023-01-02 00:00:00,,20205,,20205.0,2023-01-09 00:00:00,Não retornou contato,Perdido,
2598,Vendedor B,2023-01-03 00:00:00,2023-01-03 00:00:00,22455,22455.0,,,,Convertido,0.0
2597,Vendedor D,2023-01-03 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2599,Vendedor B,2023-01-03 00:00:00,,20205,,20205.0,2023-01-20 00:00:00,Não retornou contato,Perdido,
2600,Vendedor B,2023-01-03 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2601,Vendedor A,2023-01-03 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2602,Vendedor C,2023-01-03 00:00:00,,20205,,20205.0,2023-01-03 00:00:00,Vai fechar com a concorrência,Perdido,
2603,Vendedor C,2023-01-03 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2604,Vendedor B,2023-01-03 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2605,Vendedor A,2023-01-03 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não tem interesse,Perdido,
2606,Vendedor C,2023-01-03 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2607,Vendedor C,2023-01-03 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2608,Vendedor A,2023-01-03 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2609,Vendedor A,2023-01-03 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2610,Vendedor C,2023-01-03 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2611,Vendedor A,2023-01-03 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2612,Vendedor E,2023-01-03 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2613,Vendedor D,2023-01-03 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2614,Vendedor A,2023-01-03 00:00:00,,20205,,20205.0,2023-01-04 00:00:00,Não tem interesse,Perdido,
2615,Vendedor A,2023-01-03 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2616,Vendedor D,2023-01-03 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2617,Vendedor A,2023-01-03 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2618,Vendedor C,2023-01-03 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2619,Vendedor B,2023-01-03 00:00:00,,20205,,20205.0,2023-01-26 00:00:00,Não retornou contato,Perdido,
2622,Vendedor D,2023-01-04 00:00:00,2023-01-04 00:00:00,22455,22455.0,,,,Convertido,0.0
2634,Vendedor B,2023-01-04 00:00:00,2023-01-11 00:00:00,19200,19200.0,,,,Convertido,7.0
2635,Vendedor D,2023-01-04 00:00:00,2023-01-23 00:00:00,20205,20205.0,,,,Convertido,19.0
2631,Vendedor C,2023-01-04 00:00:00,2023-01-28 00:00:00,22455,22455.0,,,,Convertido,24.0
2620,Vendedor B,2023-01-04 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2621,Vendedor D,2023-01-04 00:00:00,,20205,,20205.0,2023-01-09 00:00:00,Preço alto,Perdido,
2623,Vendedor D,2023-01-04 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Vai deixar para outro momento,Perdido,
2624,Vendedor E,2023-01-04 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2625,Vendedor B,2023-01-04 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2626,Vendedor A,2023-01-04 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2627,Vendedor E,2023-01-04 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2628,Vendedor A,2023-01-04 00:00:00,,20205,,20205.0,2023-01-26 00:00:00,Não retornou contato,Perdido,
2629,Vendedor C,2023-01-04 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Vai deixar para outro momento,Perdido,
2630,Vendedor A,2023-01-04 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2632,Vendedor B,2023-01-04 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2633,Vendedor B,2023-01-04 00:00:00,,22455,,22455.0,2023-01-06 00:00:00,Não tem interesse,Perdido,
2636,Vendedor A,2023-01-04 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Preço alto,Perdido,
2637,Vendedor E,2023-01-04 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2639,Vendedor C,2023-01-05 00:00:00,2023-01-05 00:00:00,22455,22455.0,,,,Convertido,0.0
2640,Vendedor A,2023-01-05 00:00:00,2023-01-05 00:00:00,22455,22455.0,,,,Convertido,0.0
2644,Vendedor C,2023-01-05 00:00:00,2023-01-05 00:00:00,22455,22455.0,,,,Convertido,0.0
2660,Vendedor B,2023-01-05 00:00:00,2023-01-09 00:00:00,19200,19200.0,,,,Convertido,4.0
2638,Vendedor D,2023-01-05 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2641,Vendedor E,2023-01-05 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2642,Vendedor A,2023-01-05 00:00:00,,20205,,20205.0,2023-03-28 00:00:00,Preço alto,Perdido,
2643,Vendedor A,2023-01-05 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2645,Vendedor D,2023-01-05 00:00:00,,20205,,20205.0,2023-01-06 00:00:00,Preço alto,Perdido,
2646,Vendedor E,2023-01-05 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2647,Vendedor B,2023-01-05 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2648,Vendedor E,2023-01-05 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2649,Vendedor D,2023-01-05 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2650,Vendedor A,2023-01-05 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2651,Vendedor D,2023-01-05 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2652,Vendedor E,2023-01-05 00:00:00,,20205,,20205.0,2023-02-10 00:00:00,Não retornou contato,Perdido,
2653,Vendedor C,2023-01-05 00:00:00,,20205,,20205.0,2023-02-01 00:00:00,Não retornou contato,Perdido,
2654,Vendedor B,2023-01-05 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2655,Vendedor C,2023-01-05 00:00:00,,20205,,20205.0,2023-02-22 00:00:00,Não retornou contato,Perdido,
2656,Vendedor A,2023-01-05 00:00:00,,22455,,22455.0,2023-03-23 00:00:00,Não retornou contato,Perdido,
2657,Vendedor A,2023-01-05 00:00:00,,20205,,20205.0,2023-02-14 00:00:00,Não retornou contato,Perdido,
2658,Vendedor A,2023-01-05 00:00:00,,20205,,20205.0,2023-01-18 00:00:00,Outros,Perdido,
2659,Vendedor A,2023-01-05 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Vai deixar para outro momento,Perdido,
2661,Vendedor C,2023-01-05 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2662,Vendedor E,2023-01-05 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2663,Vendedor B,2023-01-05 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2673,Vendedor C,2023-01-06 00:00:00,2023-01-06 00:00:00,22455,22455.0,,,,Convertido,0.0
2678,Vendedor B,2023-01-06 00:00:00,2023-01-06 00:00:00,22455,22455.0,,,,Convertido,0.0
2675,Vendedor E,2023-01-06 00:00:00,2023-01-09 00:00:00,20205,20205.0,,,,Convertido,3.0
2671,Vendedor A,2023-01-06 00:00:00,2023-01-10 00:00:00,20205,20205.0,,,,Convertido,4.0
2664,Vendedor A,2023-01-06 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2665,Vendedor B,2023-01-06 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2666,Vendedor A,2023-01-06 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2667,Vendedor D,2023-01-06 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2668,Vendedor D,2023-01-06 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2669,Vendedor B,2023-01-06 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2670,Vendedor D,2023-01-06 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2672,Vendedor A,2023-01-06 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não retornou contato,Perdido,
2674,Vendedor A,2023-01-06 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2676,Vendedor B,2023-01-06 00:00:00,,20205,,20205.0,2023-01-30 00:00:00,Outros,Perdido,
2677,Vendedor E,2023-01-06 00:00:00,,20205,,20205.0,2023-01-18 00:00:00,Não retornou contato,Perdido,
2679,Vendedor A,2023-01-06 00:00:00,,20205,,20205.0,2023-01-18 00:00:00,Não retornou contato,Perdido,
2680,Vendedor D,2023-01-06 00:00:00,,20205,,20205.0,2023-02-27 00:00:00,Vai deixar para outro momento,Perdido,
2681,Vendedor E,2023-01-06 00:00:00,,20205,,20205.0,2023-02-01 00:00:00,Não retornou contato,Perdido,
2682,Vendedor A,2023-01-06 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Não retornou contato,Perdido,
2683,Vendedor C,2023-01-06 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2684,Vendedor D,2023-01-06 00:00:00,,20205,,20205.0,2023-01-30 00:00:00,Não retornou contato,Perdido,
2685,Vendedor D,2023-01-06 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2686,Vendedor C,2023-01-06 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2687,Vendedor B,2023-01-06 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2692,Vendedor D,2023-01-07 00:00:00,2023-01-07 00:00:00,22455,22455.0,,,,Convertido,0.0
2697,Vendedor B,2023-01-07 00:00:00,2023-01-07 00:00:00,22455,22455.0,,,,Convertido,0.0
2698,Vendedor E,2023-01-07 00:00:00,2023-01-07 00:00:00,22455,22455.0,,,,Convertido,0.0
2699,Vendedor E,2023-01-07 00:00:00,2023-03-29 00:00:00,19200,19200.0,,,,Convertido,81.0
2688,Vendedor C,2023-01-07 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2689,Vendedor B,2023-01-07 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2690,Vendedor D,2023-01-07 00:00:00,,20205,,20205.0,2023-01-30 00:00:00,Não retornou contato,Perdido,
2691,Vendedor E,2023-01-07 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2693,Vendedor D,2023-01-07 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2694,Vendedor A,2023-01-07 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2695,Vendedor B,2023-01-07 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Vai deixar para outro momento,Perdido,
2696,Vendedor B,2023-01-07 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2700,Vendedor D,2023-01-07 00:00:00,,22455,,22455.0,2023-01-23 00:00:00,Preço alto,Perdido,
2701,Vendedor B,2023-01-07 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2702,Vendedor B,2023-01-07 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2703,Vendedor C,2023-01-07 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2704,Vendedor C,2023-01-07 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2705,Vendedor E,2023-01-07 00:00:00,,20205,,20205.0,2023-01-19 00:00:00,Preço alto,Perdido,
2706,Vendedor E,2023-01-07 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2712,Vendedor B,2023-01-08 00:00:00,2023-01-08 00:00:00,22455,22455.0,,,,Convertido,0.0
2714,Vendedor D,2023-01-08 00:00:00,2023-01-08 00:00:00,22455,22455.0,,,,Convertido,0.0
2721,Vendedor B,2023-01-08 00:00:00,2023-01-29 00:00:00,20205,20205.0,,,,Convertido,21.0
2707,Vendedor C,2023-01-08 00:00:00,,20205,,20205.0,2023-01-11 00:00:00,Vai deixar para outro momento,Perdido,
2708,Vendedor B,2023-01-08 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2709,Vendedor D,2023-01-08 00:00:00,,20205,,20205.0,2023-01-30 00:00:00,Não retornou contato,Perdido,
2710,Vendedor D,2023-01-08 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2711,Vendedor C,2023-01-08 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2713,Vendedor E,2023-01-08 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2715,Vendedor C,2023-01-08 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2716,Vendedor B,2023-01-08 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2717,Vendedor D,2023-01-08 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2718,Vendedor A,2023-01-08 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2719,Vendedor E,2023-01-08 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2720,Vendedor A,2023-01-08 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2722,Vendedor E,2023-01-08 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2723,Vendedor B,2023-01-08 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2724,Vendedor D,2023-01-08 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2725,Vendedor A,2023-01-08 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2726,Vendedor D,2023-01-08 00:00:00,,20205,,20205.0,2023-01-30 00:00:00,Não retornou contato,Perdido,
2727,Vendedor A,2023-01-08 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2728,Vendedor D,2023-01-08 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2729,Vendedor A,2023-01-08 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2730,Vendedor B,2023-01-08 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2731,Vendedor D,2023-01-08 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2732,Vendedor A,2023-01-08 00:00:00,,20205,,20205.0,2023-02-28 00:00:00,Vai deixar para outro momento,Perdido,
2744,Vendedor D,2023-01-09 00:00:00,2023-01-09 00:00:00,22455,22455.0,,,,Convertido,0.0
2733,Vendedor D,2023-01-09 00:00:00,,20205,,20205.0,2023-01-16 00:00:00,Não retornou contato,Perdido,
2734,Vendedor E,2023-01-09 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2735,Vendedor D,2023-01-09 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2736,Vendedor E,2023-01-09 00:00:00,,20205,,20205.0,2023-01-30 00:00:00,Não retornou contato,Perdido,
2737,Vendedor E,2023-01-09 00:00:00,,20205,,20205.0,2023-02-14 00:00:00,Não retornou contato,Perdido,
2738,Vendedor A,2023-01-09 00:00:00,,20205,,20205.0,2023-03-08 00:00:00,Outros,Perdido,
2739,Vendedor B,2023-01-09 00:00:00,,22455,,22455.0,2023-03-27 00:00:00,Não retornou contato,Perdido,
2740,Vendedor E,2023-01-09 00:00:00,,22455,,22455.0,2023-02-27 00:00:00,Não retornou contato,Perdido,
2741,Vendedor B,2023-01-09 00:00:00,,20205,,20205.0,2023-01-30 00:00:00,Não retornou contato,Perdido,
2742,Vendedor D,2023-01-09 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2743,Vendedor A,2023-01-09 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2746,Vendedor B,2023-01-10 00:00:00,2023-01-10 00:00:00,22455,22455.0,,,,Convertido,0.0
2794,Vendedor E,2023-01-10 00:00:00,2023-01-16 00:00:00,19200,19200.0,,,,Convertido,6.0
2763,Vendedor D,2023-01-10 00:00:00,2023-01-20 00:00:00,19200,19200.0,,,,Convertido,10.0
2792,Vendedor E,2023-01-10 00:00:00,2023-01-23 00:00:00,19200,19200.0,,,,Convertido,13.0
2745,Vendedor D,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2747,Vendedor D,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2748,Vendedor A,2023-01-10 00:00:00,,20205,,20205.0,2023-01-20 00:00:00,Preço alto,Perdido,
2749,Vendedor A,2023-01-10 00:00:00,,20205,,20205.0,2023-01-27 00:00:00,Não retornou contato,Perdido,
2750,Vendedor C,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2751,Vendedor C,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2752,Vendedor D,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2753,Vendedor E,2023-01-10 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Vai deixar para outro momento,Perdido,
2754,Vendedor E,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2755,Vendedor D,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2756,Vendedor E,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2757,Vendedor A,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2758,Vendedor C,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2759,Vendedor B,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2760,Vendedor D,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2761,Vendedor C,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2762,Vendedor B,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2764,Vendedor A,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2765,Vendedor B,2023-01-10 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2766,Vendedor C,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2767,Vendedor E,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2768,Vendedor C,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2769,Vendedor B,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2770,Vendedor E,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2771,Vendedor E,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2772,Vendedor D,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2773,Vendedor E,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2774,Vendedor D,2023-01-10 00:00:00,,20205,,20205.0,2023-01-12 00:00:00,Não tem interesse,Perdido,
2775,Vendedor C,2023-01-10 00:00:00,,20205,,20205.0,2023-01-30 00:00:00,Não retornou contato,Perdido,
2776,Vendedor A,2023-01-10 00:00:00,,20205,,20205.0,2023-01-26 00:00:00,Vai fechar com a concorrência,Perdido,
2777,Vendedor C,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2778,Vendedor E,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2779,Vendedor E,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2780,Vendedor A,2023-01-10 00:00:00,,20205,,20205.0,2023-01-30 00:00:00,Não retornou contato,Perdido,
2781,Vendedor B,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2782,Vendedor B,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2783,Vendedor D,2023-01-10 00:00:00,,20205,,20205.0,2023-01-30 00:00:00,Não retornou contato,Perdido,
2784,Vendedor E,2023-01-10 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Preço alto,Perdido,
2785,Vendedor D,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
2786,Vendedor E,2023-01-10 00:00:00,,20205,,20205.0,2023-01-30 00:00:00,Não retornou contato,Perdido,
2787,Vendedor A,2023-01-10 00:00:00,,20205,,20205.0,2023-01-30 00:00:00,Não retornou contato,Perdido,
2788,Vendedor D,2023-01-10 00:00:00,,20205,,20205.0,2023-01-17 00:00:00,Não retornou contato,Perdido,
